Date,Symbol,Open,High,Low,Volume From,Volume To,Close
4/21/2017,BTCUSD,1238.45,1256,1237.5,4460.49,5557584.14,1250
4/22/2017,BTCUSD,1250,1250,1226,1637.49,2036284.75,1247.66
4/23/2017,BTCUSD,1247.66,1250.48,1235.46,1514.49,1886267.18,1247.83
4/24/2017,BTCUSD,1247.83,1259.91,1240.21,4462.42,5575223.29,1255.71
4/25/2017,BTCUSD,1255.71,1282.87,1253.96,4145.89,5270743.84,1282.56
4/26/2017,BTCUSD,1282.56,1314.05,1278.89,6360.84,8239433.07,1294.91
4/27/2017,BTCUSD,1294.91,1370,1293.07,11591.4,15592322.34,1346.04
4/28/2017,BTCUSD,1346.04,1367.65,1300,15562.73,20895489.53,1347.19
4/29/2017,BTCUSD,1347.19,1355.1,1330.9,2133.4,2868277.71,1351.08
4/30/2017,BTCUSD,1351.08,1363.84,1325,1982.65,2658879.77,1362.63
5/1/2017,BTCUSD,1362.63,1480,1352.8,19714.91,28391677.51,1440.82
5/2/2017,BTCUSD,1440.82,1489.61,1421.11,6791.27,9877052.25,1464.94
5/3/2017,BTCUSD,1464.94,1535.6,1444.99,5684.8,8447912.24,1517.95
5/4/2017,BTCUSD,1517.95,1650,1475.01,9561.6,14883276.29,1550
5/5/2017,BTCUSD,1550,1626.73,1521.24,7434.68,11662171.4,1546.93
5/6/2017,BTCUSD,1546.93,1585.6,1546.92,2347.5,3684798.06,1580.99
5/7/2017,BTCUSD,1580.99,1609,1566.14,2752.06,4365686.53,1602.17
5/8/2017,BTCUSD,1602.17,1686.39,1602.17,8776.49,14331745.14,1686.39
5/9/2017,BTCUSD,1686.39,1779,1681.93,9382.65,16257862.59,1719.51
5/10/2017,BTCUSD,1719.51,1796.01,1698,7849.45,13849146.09,1793.26
5/11/2017,BTCUSD,1793.26,1884,1775,17803.68,32420035.36,1834.1
5/12/2017,BTCUSD,1834.1,1838.59,1657.86,15969.6,28152441.08,1694.64
5/13/2017,BTCUSD,1694.64,1781.71,1602.36,6266.37,10714851.12,1781.71
5/14/2017,BTCUSD,1781.71,1817.57,1754.83,1660.88,2975269.98,1794.01
5/15/2017,BTCUSD,1794.01,1794.01,1667,12693.56,21860802.63,1742.67
5/16/2017,BTCUSD,1742.67,1770,1701.01,6480.64,11330852.33,1769.71
5/17/2017,BTCUSD,1769.71,1837.36,1750,10046.33,18227098.01,1812.57
5/18/2017,BTCUSD,1812.57,1895.55,1808.15,7852.25,14523445.05,1895.55
5/19/2017,BTCUSD,1895.55,1965.23,1894.64,7865.64,15189698.86,1965.01
5/20/2017,BTCUSD,1965.01,2045,1965.01,5545.09,11082377.36,2044.4
5/21/2017,BTCUSD,2044.4,2089.44,1981.37,3903.06,7956641.27,2026
5/22/2017,BTCUSD,2026,2249,1998.5,11332.24,23928854.61,2101.33
5/23/2017,BTCUSD,2101.33,2264,2101.33,11254.57,24940822.11,2261.22
5/24/2017,BTCUSD,2261.22,2479,2261.22,10964.29,26072742,2436.45
5/25/2017,BTCUSD,2436.45,2779,2199.6,25383.88,64640506.75,2330.84
5/26/2017,BTCUSD,2330.84,2628.71,2055.55,17459.69,41282802.1,2267.37
5/27/2017,BTCUSD,2267.37,2342.1,1910.55,10130.14,21322187.03,2096.77
5/28/2017,BTCUSD,2096.77,2323.99,2095.61,4915.8,10885221.21,2230.77
5/29/2017,BTCUSD,2230.77,2340.1,2150,6429.74,14604821.77,2284.3
5/30/2017,BTCUSD,2284.3,2324.27,2151.21,14157.48,31837094.78,2197.33
5/31/2017,BTCUSD,2197.33,2325.89,2179.98,14248.18,32014961.91,2303.62
6/1/2017,BTCUSD,2303.62,2459,2300,11493.71,27291433.44,2412.34
6/2/2017,BTCUSD,2412.34,2484.04,2375,8743.25,21120497.79,2484.04
6/3/2017,BTCUSD,2484.04,2589.69,2461.36,4101.37,10395286.16,2554.91
6/4/2017,BTCUSD,2554.91,2566.26,2483.03,3719.02,9387640.6,2520.05
6/5/2017,BTCUSD,2520.05,2700.2,2520.04,5934.04,15478385.54,2689.43
6/6/2017,BTCUSD,2689.43,2924,2689.4,12177.9,34291677.47,2880.23
6/7/2017,BTCUSD,2880.23,2884.98,2618.28,8627.96,24000641.7,2690
6/8/2017,BTCUSD,2690,2815.39,2610.67,10231.79,28122808.38,2800
6/9/2017,BTCUSD,2800,2854.12,2794.31,7035.2,19832299.67,2807.01
6/10/2017,BTCUSD,2807.01,2903.96,2803,5968.37,17018471.33,2903.77
6/11/2017,BTCUSD,2903.77,2960,2859.76,4092.99,11917922.32,2960
6/12/2017,BTCUSD,2960,2975,2470,19056.61,50503982.61,2656.3
6/13/2017,BTCUSD,2656.3,2772.03,2647.56,12222.35,32989227.35,2715.86
6/14/2017,BTCUSD,2715.86,2800,2341.2,14483.01,37437465.61,2459.56
6/15/2017,BTCUSD,2459.56,2510.38,2059.41,22303.92,51364962.96,2416.16
6/16/2017,BTCUSD,2416.16,2508.23,2310.81,9859.92,24102323.69,2484.64
6/17/2017,BTCUSD,2484.64,2664.89,2430.32,4953.89,12714753.6,2638.24
6/18/2017,BTCUSD,2638.24,2663.66,2458.59,5487.04,14010760.71,2519.87
6/19/2017,BTCUSD,2519.87,2594.99,2491.12,6321.09,16129629.04,2594.99
6/20/2017,BTCUSD,2594.99,2786,2589.67,7802.06,21003970.54,2734.14
6/21/2017,BTCUSD,2734.14,2769.99,2586.27,11073.04,29746424.6,2645.1
6/22/2017,BTCUSD,2645.1,2726.96,2595,8141.15,21714756.1,2689.58
6/23/2017,BTCUSD,2689.58,2729.34,2672.24,5613.06,15185666.79,2684.63
6/24/2017,BTCUSD,2684.63,2710.51,2510.01,4988.23,13104724.93,2572.96
6/25/2017,BTCUSD,2572.96,2636.55,2429.42,6128.04,15611580.85,2497.6
6/26/2017,BTCUSD,2497.6,2549.72,2275.27,14723.23,35653110.77,2415.62
6/27/2017,BTCUSD,2415.62,2573.77,2269.46,18608.2,44650715.94,2573.77
6/28/2017,BTCUSD,2573.77,2596.26,2466.62,12428.47,31577678.34,2554.97
6/29/2017,BTCUSD,2554.97,2589.51,2503.01,7972.64,20365455.05,2549.89
6/30/2017,BTCUSD,2549.89,2549.9,2441.14,8660.14,21711417.43,2456.01
7/1/2017,BTCUSD,2456.01,2500,2385,5227,12731882.83,2416.12
7/2/2017,BTCUSD,2416.12,2541.87,2375.03,5574.46,13662752.15,2507.84
7/3/2017,BTCUSD,2507.84,2584,2477.13,6289.94,15926572.65,2540.94
7/4/2017,BTCUSD,2540.94,2631.32,2540.93,4419.68,11447348.29,2606.64
7/5/2017,BTCUSD,2606.64,2650,2550.01,19342.33,50208008.09,2625.06
7/6/2017,BTCUSD,2625.06,2645.54,2579.79,8435.75,21944313.06,2605.53
7/7/2017,BTCUSD,2605.53,2609.87,2457.12,13327.76,33627161.37,2493.79
7/8/2017,BTCUSD,2493.79,2550.1,2461.46,5463.92,13677738.07,2547.77
7/9/2017,BTCUSD,2547.77,2572.31,2501.02,5918.74,15047582.46,2501.02
7/10/2017,BTCUSD,2501.02,2520.1,2252.57,16472.85,39663519.21,2329.4
7/11/2017,BTCUSD,2329.4,2400,2251.07,16399.92,38322164.51,2305.05
7/12/2017,BTCUSD,2305.05,2401.4,2242.87,13488.98,31621874.09,2383.82
7/13/2017,BTCUSD,2383.82,2420,2315.61,11854.39,27975709.78,2343.48
7/14/2017,BTCUSD,2343.48,2352.67,2142.22,13645.67,30558401.57,2213.01
7/15/2017,BTCUSD,2213.01,2218.52,1965.13,14804.13,30554833.34,1967.34
7/16/2017,BTCUSD,1967.34,2039,1800,13823.39,26431755.87,1904
7/17/2017,BTCUSD,1904,2229.07,1897.35,18163.01,37714588.91,2229.07
7/18/2017,BTCUSD,2229.07,2389.99,2145.65,27980.12,64219054.72,2304.36
7/19/2017,BTCUSD,2304.36,2404.01,2222.88,21093.74,48678226.58,2264.29
7/20/2017,BTCUSD,2264.29,2950.47,2264.28,49229.15,129039295,2889.98
7/21/2017,BTCUSD,2889.98,2910,2609.89,19174.24,52681625.31,2661.99
7/22/2017,BTCUSD,2661.99,2872.86,2650.01,8416.24,23474021.72,2838.07
7/23/2017,BTCUSD,2838.07,2849.99,2668.05,9717,26910949.71,2761.45
7/24/2017,BTCUSD,2761.45,2795,2715.2,9193.13,25261098.79,2758.5
7/25/2017,BTCUSD,2758.5,2772.99,2450,22993.17,59204763.6,2558.27
7/26/2017,BTCUSD,2558.27,2599.99,2401.01,14675.09,36524447.82,2524.52
7/27/2017,BTCUSD,2524.52,2687.15,2514.15,10307.23,26655123.45,2662.99
7/28/2017,BTCUSD,2662.99,2821.55,2652.21,12193.38,33527884.94,2786.19
7/29/2017,BTCUSD,2786.19,2788.9,2648.75,7753.55,21049297.78,2706.14
7/30/2017,BTCUSD,2706.14,2749.99,2600,5230.52,14086858.98,2749.99
7/31/2017,BTCUSD,2749.99,2960,2703.15,7849.75,21992989.58,2871.27
8/1/2017,BTCUSD,2871.27,2924.22,2641.42,7575.09,20896983.29,2730
8/2/2017,BTCUSD,2730,2753.87,2650,7993.92,21574784.16,2703.44
8/3/2017,BTCUSD,2703.44,2795.67,2703.44,9804.05,27046479.23,2783.43
8/4/2017,BTCUSD,2783.43,2870.91,2760.68,7120.88,20199510.75,2844.99
8/5/2017,BTCUSD,2844.99,3332.09,2840.16,14597.47,45917293.18,3252.34
8/6/2017,BTCUSD,3252.34,3279.63,3147,6757.62,21768273.58,3218.74
8/7/2017,BTCUSD,3218.74,3410.97,3180.15,9480.84,31485789.1,3391.48
8/8/2017,BTCUSD,3391.48,3483.39,3345.97,11636.03,39753753.69,3421.11
8/9/2017,BTCUSD,3421.11,3425.31,3237.14,10679.54,35580943.76,3348.99
8/10/2017,BTCUSD,3348.99,3441.17,3318.16,8117.77,27627933.93,3421.45
8/11/2017,BTCUSD,3421.45,3705.16,3420.29,10646.1,37685761.47,3639.99
8/12/2017,BTCUSD,3639.99,3972.53,3594.31,13722.84,51835081.35,3863.3
8/13/2017,BTCUSD,3863.3,4174.48,3843.72,14120.46,56816704.32,4046.34
8/14/2017,BTCUSD,4046.34,4325,3961.65,17144.48,72021231.87,4318.3
8/15/2017,BTCUSD,4318.3,4436.01,3821.85,22864.64,94144558.5,4154.84
8/16/2017,BTCUSD,4154.84,4364.05,3935.01,9478.98,39103029.46,4322.44
8/17/2017,BTCUSD,4322.44,4474,4226.99,11985.94,52171030.95,4284.45
8/18/2017,BTCUSD,4284.45,4355,3971.01,13305.95,55591110.6,4102.48
8/19/2017,BTCUSD,4102.48,4184.8,3985,9563.1,39073968.1,4145.11
8/20/2017,BTCUSD,4145.11,4168.88,4010.8,9480.97,38733839.15,4049.98
8/21/2017,BTCUSD,4049.98,4073.73,3943.44,16390.54,65626674.79,3993.87
8/22/2017,BTCUSD,3993.87,4140.05,3600.01,17464.11,68475115.16,4093.28
8/23/2017,BTCUSD,4093.28,4250.02,4066.23,9973.65,41442542.03,4147.1
8/24/2017,BTCUSD,4147.1,4350,4108.82,8727.49,36738021.86,4313.21
8/25/2017,BTCUSD,4313.21,4480.01,4284.83,9363.46,40887057.71,4371.25
8/26/2017,BTCUSD,4371.25,4371.25,4371.25,0,0,4371.25
8/27/2017,BTCUSD,4371.25,4371.26,4321.86,4077.07,17724588.51,4340.88
8/28/2017,BTCUSD,4340.88,4400,4202.48,8832.05,38084155.2,4379.96
8/29/2017,BTCUSD,4379.96,4705.07,4345.13,10485.82,47403678.71,4589.99
8/30/2017,BTCUSD,4589.99,4641.43,4495.05,9151.09,41797324.39,4583.85
8/31/2017,BTCUSD,4583.85,4762.76,4579.91,7396.01,34644172.58,4736.28
9/1/2017,BTCUSD,4736.28,4924,4709.28,8173.61,39489710.93,4924
9/2/2017,BTCUSD,4924,4985,4505,13482.98,63608581.17,4642.85
9/3/2017,BTCUSD,4642.85,4740.41,4460.05,9618.61,44313445.69,4607.47
9/4/2017,BTCUSD,4607.47,4614.36,4100,14221.8,61338241.83,4278.86
9/5/2017,BTCUSD,4278.86,4494.6,4012.02,14333.1,61738092.1,4393
9/6/2017,BTCUSD,4393,4645,4380.78,9981.06,45222315.64,4609.17
9/7/2017,BTCUSD,4609.17,4665.23,4484.68,5900.73,27021543.43,4623.19
9/8/2017,BTCUSD,4623.19,4669.98,4000,14814.56,64259227.44,4346.24
9/9/2017,BTCUSD,4346.24,4405,4182.16,5908.35,25492488.55,4325.17
9/10/2017,BTCUSD,4325.17,4329.97,4083.55,7200.1,30296416.88,4243.48
9/11/2017,BTCUSD,4243.48,4370.28,4110.48,9638.9,40567670.82,4209.69
9/12/2017,BTCUSD,4209.69,4372.05,4070.01,7698.41,32452537.09,4155.55
9/13/2017,BTCUSD,4155.55,4173.78,3743.75,16477.52,64469196.94,3855.01
9/14/2017,BTCUSD,3855.01,3920.2,3219.89,24715.98,86739154.17,3242.63
9/15/2017,BTCUSD,3242.63,3839.19,2955.01,35731.97,120712069.8,3709.85
9/16/2017,BTCUSD,3709.85,3854.7,3580.01,5582.44,20638634.34,3715.38
9/17/2017,BTCUSD,3715.38,3825.54,3505.94,3911.3,14409256.89,3716.46
9/18/2017,BTCUSD,3716.46,4115.93,3716.45,10652.72,42385452.7,4098.03
9/19/2017,BTCUSD,4098.03,4117.03,3850,9550.52,37798595.88,3903.4
9/20/2017,BTCUSD,3903.4,4034.99,3828.93,6216.14,24528663.28,3866
9/21/2017,BTCUSD,3866,3899.86,3573,9864.82,36923731.1,3616.74
9/22/2017,BTCUSD,3616.74,3758.12,3510.84,5845.57,21133557.67,3620.96
9/23/2017,BTCUSD,3620.96,3812.88,3562.8,3322.74,12349932.51,3783.6
9/24/2017,BTCUSD,3783.6,3783.61,3619.76,1995.41,7381293.13,3667.99
9/25/2017,BTCUSD,3667.99,3956.86,3665.98,6413.48,24626181.61,3916.48
9/26/2017,BTCUSD,3916.48,3958.06,3852.61,4585.89,17957210.31,3885.14
9/27/2017,BTCUSD,3885.14,4225,3876.01,8659.89,35090663.42,4204.51
9/28/2017,BTCUSD,4204.51,4281.6,3336.67,9122.99,37892835.21,4188
9/29/2017,BTCUSD,4188,4209.85,4020,6190.42,25539861.98,4182.9
9/30/2017,BTCUSD,4182.89,4339.99,4182.89,2981.13,12765562.28,4327.63
10/1/2017,BTCUSD,4327.63,4399,4250,2672.27,11527231.02,4388.74
10/2/2017,BTCUSD,4388.74,4457.01,4361,5714.47,25174900.61,4385.7
10/3/2017,BTCUSD,4385.7,4417.98,4104.51,5092.08,21933517.41,4300
10/4/2017,BTCUSD,4300,4339.98,4175,4624.12,19650002.47,4214.25
10/5/2017,BTCUSD,4214.25,4360.38,4145,4053.29,17314733.59,4318.57
10/6/2017,BTCUSD,4318.57,4410.26,4300,5189.86,22626193.68,4362.42
10/7/2017,BTCUSD,4362.42,4448,4320.01,1828.99,8000413.89,4425.01
10/8/2017,BTCUSD,4425.01,4609,4412.42,3207.02,14462969.41,4602.5
10/9/2017,BTCUSD,4602.5,4875,4550,7416.65,34797102.65,4751.08
10/10/2017,BTCUSD,4751.08,4919.01,4712.11,4033.6,19398039.87,4756.22
10/11/2017,BTCUSD,4756.22,4864.67,4720,7341.19,35219675.44,4813.85
10/12/2017,BTCUSD,4813.85,5437.69,4811.06,13090.34,67814428.51,5437.68
10/13/2017,BTCUSD,5437.68,5868.78,5390.93,15361.37,86512838.45,5636.28
10/14/2017,BTCUSD,5636.28,5800,5555.89,3622.56,20633868.18,5799.99
10/15/2017,BTCUSD,5799.99,5833.72,5450,7194.68,40519793.12,5694.61
10/16/2017,BTCUSD,5694.61,5778.35,5575,4852.5,27615319.02,5748.56
10/17/2017,BTCUSD,5748.56,5769.99,5513.45,5442.35,30564045.49,5592.26
10/18/2017,BTCUSD,5592.26,5604.05,5082.24,10300.66,55159334.12,5569.33
10/19/2017,BTCUSD,5569.33,5745.03,5512.9,6813.19,38469075.03,5695.01
10/20/2017,BTCUSD,5695.01,6050,5615,11271.87,66012207.94,5984.03
10/21/2017,BTCUSD,5984.03,6178.79,5900.01,6020.94,36519787.16,6012.58
10/22/2017,BTCUSD,6012.58,6069.67,5750,5172.73,30502617.88,5974.97
10/23/2017,BTCUSD,5974.97,6060.28,5625.31,9049.98,52981345.66,5899.6
10/24/2017,BTCUSD,5899.6,5903,5464,9343.12,52870248.67,5517.21
10/25/2017,BTCUSD,5517.21,5750.97,5375,7413.65,40991869.5,5741.66
10/26/2017,BTCUSD,5741.66,5992.51,5692,5548.96,32458083.18,5889.42
10/27/2017,BTCUSD,5889.42,5992.01,5703.08,5054.53,29347679.18,5765.32
10/28/2017,BTCUSD,5765.32,5884.97,5660.79,2566.11,14759022.39,5730.01
10/29/2017,BTCUSD,5730.01,6295.03,5699.33,6634.81,40036625.76,6132.76
10/30/2017,BTCUSD,6132.76,6204.6,6025.25,4699.96,28772477.08,6124.69
10/31/2017,BTCUSD,6124.69,6467.32,6097.8,6053.92,38278978.63,6448.36
11/1/2017,BTCUSD,6448.36,6750,6365,8002.13,52360522.53,6741.02
11/2/2017,BTCUSD,6741.02,7336,6730,14647.22,102052501.3,7037.48
11/3/2017,BTCUSD,7037.48,7448.78,6952.59,8643.78,62637881.34,7177.28
11/4/2017,BTCUSD,7177.28,7511.34,7099.01,3565.8,26126178.52,7371.55
11/5/2017,BTCUSD,7371.55,7589.79,7300,5159.11,38544604.88,7394.44
11/6/2017,BTCUSD,7394.44,7410,6947.63,7809.3,55914080.82,6975.01
11/7/2017,BTCUSD,6975.01,7234.68,6975,5242.72,37184640.01,7109.7
11/8/2017,BTCUSD,7109.7,7950.03,7050.11,14651.14,109081947.8,7465.53
11/9/2017,BTCUSD,7465.53,7478.57,7101.02,7643.88,55388780.66,7151.49
11/10/2017,BTCUSD,7151.49,7335.05,6420,16339.57,110697130.6,6585.11
11/11/2017,BTCUSD,6585.11,6850,6184.63,10387.26,67052124.17,6340
11/12/2017,BTCUSD,6340,6500,5450,23486.83,141026382.8,5849.37
11/13/2017,BTCUSD,5849.37,6804.87,5800,16854.74,107588331.7,6550.76
11/14/2017,BTCUSD,6550.76,6761.59,6479.93,7781.81,51440654.31,6606.75
11/15/2017,BTCUSD,6606.75,7367.94,6606.75,9254.49,65166171.59,7286.93
11/16/2017,BTCUSD,7286.93,7990,7131.5,7868,59742305.56,7852.44
11/17/2017,BTCUSD,7852.44,7993,7550,6185.57,48368250.17,7677.17
11/18/2017,BTCUSD,7677.17,7862.62,7450,4013.65,30747193.22,7776.54
11/19/2017,BTCUSD,7776.54,8099,7668.06,3475.29,27545013.19,8046.98
11/20/2017,BTCUSD,8046.98,8314.95,7920,6511.46,53305336.97,8246.01
11/21/2017,BTCUSD,8246.01,8360.01,7790,8571.64,69479610.34,8120.36
11/22/2017,BTCUSD,8120.36,8304.98,8100,3308.13,27112646.84,8240.82
11/23/2017,BTCUSD,8240.82,8279.45,8009.88,3457.32,28235152.12,8009.88
11/24/2017,BTCUSD,8009.88,8340.02,7900,4769.25,39021234.22,8209.88
11/25/2017,BTCUSD,8209.88,8788.5,8152.01,5087.06,43248410.78,8779.62
11/26/2017,BTCUSD,8779.62,9475,8732.66,8532.88,77276520.64,9304.19
11/27/2017,BTCUSD,9304.19,9769.47,9300,8081.48,77581809.69,9763.44
11/28/2017,BTCUSD,9763.44,9987,9649,7940.25,78367083.22,9941.7
11/29/2017,BTCUSD,9941.7,11454,9500,17642.01,184437015.9,9827.29
11/30/2017,BTCUSD,9827.29,10900,8975,23193.03,227879938.7,9934.4
12/1/2017,BTCUSD,9934.4,10970,9360.01,12477.5,128347093.8,10910.18
12/2/2017,BTCUSD,10910.18,11200,10700,6316.96,69145415.16,10888.01
12/3/2017,BTCUSD,10888.01,11870,10500.17,9362.28,105713191.7,11231.21
12/4/2017,BTCUSD,11231.21,11681,10850,7425.17,84290521.96,11668.84
12/5/2017,BTCUSD,11668.84,11900,11489.92,7153.47,83791780.96,11711.2
12/6/2017,BTCUSD,11711.2,13924.98,11711.19,17496.71,223456763.2,13725.53
12/7/2017,BTCUSD,13725.53,17050,13400.01,25215.63,379296115,17050
12/8/2017,BTCUSD,17050,17712.65,14000,22184.59,351152416.3,16250
12/9/2017,BTCUSD,16250,16500.98,14899.99,8109.34,125998456.5,15041
12/10/2017,BTCUSD,15041,16120,13141.5,15077.35,221306968.6,15268.98
12/11/2017,BTCUSD,15268.98,17488,15223.1,11136.82,185348148,16800.19
12/12/2017,BTCUSD,16800.19,17613,16347.71,9067.07,154830186.7,17382.19
12/13/2017,BTCUSD,17382.19,17582.15,15902,11607.36,195771736.5,16460.9
12/14/2017,BTCUSD,16460.9,17150,16135.18,8702.84,144057342.2,16678.79
12/15/2017,BTCUSD,16678.79,17920,16655.12,8311.75,145441853.7,17744.5
12/16/2017,BTCUSD,17744.5,19739,17713.87,5081.35,95278934.42,19499.99
12/17/2017,BTCUSD,19499.99,19999,18870,5561.4,107762059.2,19260.5
12/18/2017,BTCUSD,19260.5,19315.01,18125.45,8257.89,154530092.5,18981.88
12/19/2017,BTCUSD,18981.88,19050,16750,12441.6,223708682.3,17640.01
12/20/2017,BTCUSD,17640.01,17881.37,15600,17000.4,282413333.1,16596.09
12/21/2017,BTCUSD,16596.09,17375.2,15044.7,12169.67,194996102,15797.49
12/22/2017,BTCUSD,15797.49,15947.97,10611,41616.75,560653861.7,14000
12/23/2017,BTCUSD,14000,15894,13701,7712.57,115094888.1,15002.72
12/24/2017,BTCUSD,15002.72,15500,12600,10661.62,145491337,14100.01
12/25/2017,BTCUSD,14100.01,14698.99,13317,5365.06,75234933.07,13986.68
12/26/2017,BTCUSD,13986.68,16150,13921,7183.7,110604193.3,15830.86
12/27/2017,BTCUSD,15830.86,16500,14521,9255.82,143145845.9,15418.95
12/28/2017,BTCUSD,15418.95,15499.99,13514.81,11001.12,156554167,14488.61
12/29/2017,BTCUSD,14488.61,15115.1,13949.5,6391.62,92789943.92,14574.99
12/30/2017,BTCUSD,14574.99,14607.77,12481.44,8734.65,115811566.9,12675.68
12/31/2017,BTCUSD,12675.68,14191.2,12511,8176.38,108241376.6,13820.26
1/1/2018,BTCUSD,13820.26,13824.23,12800,4575.01,60856282.93,13338.41
1/2/2018,BTCUSD,13338.41,15249.97,12851,8822.9,124203791.3,14740.09
1/3/2018,BTCUSD,14740.09,15400,14583.47,8551.32,127985170.2,15148.92
1/4/2018,BTCUSD,15148.92,15503.59,14000,12450.53,184306290.7,15199.99
