Date,Symbol,Open,High,Low,Volume From,Volume To,Close
1/5/2018,BTCUSD,15199.99,17124.44,14800,11519.64,184239283.3,16945.5
1/6/2018,BTCUSD,16945.5,17236.46,16298.31,5294.46,88436511.04,17175
1/7/2018,BTCUSD,17175,17175.01,15741.08,5625.07,92772910.39,16150.15
1/8/2018,BTCUSD,16150.15,16250,13825.22,12623.87,190764811.7,14980.01
1/9/2018,BTCUSD,14980.01,15419.24,14161.55,7721.18,114072096.1,14477.55
1/10/2018,BTCUSD,14477.55,14933.42,13500,9009.1,127693435.2,14929.39
1/11/2018,BTCUSD,14929.39,14970,12810,10854.39,147562255.6,13301.77
1/12/2018,BTCUSD,13301.77,14106,12900,8668.84,118064269.5,13815.26
1/13/2018,BTCUSD,13815.26,14550,13803.8,4901.76,69653074.46,14174.38
1/14/2018,BTCUSD,14174.38,14310,13100,3985.27,54199076.03,13626.27
1/15/2018,BTCUSD,13626.27,14283.26,13400,4552.77,62791167.64,13597.6
1/16/2018,BTCUSD,13597.6,13601.25,10001,20640.71,242184935.9,11399.01
1/17/2018,BTCUSD,11399.01,11850,9125,24459.65,258538366.3,11240.19
1/18/2018,BTCUSD,11240.19,12110,10677.33,16661.99,191729689,11298
1/19/2018,BTCUSD,11298,12018.39,11048.66,9545.86,109669984.7,11535.56
1/20/2018,BTCUSD,11535.56,12999,11528.68,6862.82,85011809.92,12744.98
1/21/2018,BTCUSD,12744.98,12774.17,11112,5898.27,69104786.19,11501
1/22/2018,BTCUSD,11501,11865,10026.03,11158.71,120643064.7,10780
1/23/2018,BTCUSD,10780,11372.51,9940,10779.7,115208955.5,10820.81
1/24/2018,BTCUSD,10820.81,11480.01,10500,8410.16,92514894.51,11346.58
1/25/2018,BTCUSD,11346.58,11693.7,10805.56,6974.39,78666560.11,11114
1/26/2018,BTCUSD,11114,11600,10300,9023.48,98917678.69,11091.99
1/27/2018,BTCUSD,11091.99,11535,10821.76,4717.82,52981583.96,11372.85
1/28/2018,BTCUSD,11372.85,11878.1,11312.2,4203.83,48573754.38,11633.11
1/29/2018,BTCUSD,11633.11,11698,10900,5693.42,63639125.48,11130.34
1/30/2018,BTCUSD,11130.34,11168.7,9734.63,11594.08,120154143.9,10007.42
1/31/2018,BTCUSD,10007.42,10299.99,9555,9378.99,93072172.84,10112.6
2/1/2018,BTCUSD,10112.6,10164.68,8411.11,17746.53,162257631.6,9000.73
2/2/2018,BTCUSD,9000.73,9090,7603,21886.74,185823833.1,8845.07
2/3/2018,BTCUSD,8845.07,9494.86,8123.62,7572,66978512.91,9221.14
2/4/2018,BTCUSD,9221.14,9353.45,7847.39,8182.52,68994814.69,8162.94
2/5/2018,BTCUSD,8162.94,8334,6500,22800.02,166315391.2,6892.67
2/6/2018,BTCUSD,6892.67,7944,5931.34,29967.25,202478482.7,7682.75
2/7/2018,BTCUSD,7682.75,8589,7200,15859,125575748.8,7582.76
2/8/2018,BTCUSD,7582.76,8638.99,7556,12127.69,99256298.44,8200
2/9/2018,BTCUSD,8200,8728.53,7750,9425.92,77002096.64,8697.78
2/10/2018,BTCUSD,8697.78,9069,8146.78,6004.8,51732287.49,8553.5
2/11/2018,BTCUSD,8553.5,8576.42,7824.48,5306.74,43469260.55,8073.9
2/12/2018,BTCUSD,8073.9,8985,8070.68,5466.43,47208118.55,8900
2/13/2018,BTCUSD,8900,8940,8379,4953.3,42654131.94,8519.07
2/14/2018,BTCUSD,8519.07,9510,8519.07,8789.94,80166786.59,9480.27
2/15/2018,BTCUSD,9480.27,10259.29,9353,8989.83,88764794.27,10017.18
2/16/2018,BTCUSD,10017.18,10307.6,9710,5439.6,54605905.83,10183.63
2/17/2018,BTCUSD,10183.63,11140.45,10039.73,4311.47,45959466.87,11100
2/18/2018,BTCUSD,11100,11270,10150,6902.75,74029051.97,10403.01
2/19/2018,BTCUSD,10403.01,11250,10315,3764.29,40969900.17,11166.92
2/20/2018,BTCUSD,11166.92,11750,11084.99,6641.33,76268926.96,11206.22
2/21/2018,BTCUSD,11206.22,11282.53,10248,11441.35,122866113.7,10475
2/22/2018,BTCUSD,10475,10939.9,9740,10771.54,109881832,9829.96
2/23/2018,BTCUSD,9829.96,10400,9595,6470.6,64650739.27,10161.62
2/24/2018,BTCUSD,10161.62,10534.77,9388.97,5375.32,53590192.23,9697.21
2/25/2018,BTCUSD,9697.21,9870,9290,3491.7,33472164.84,9595
2/26/2018,BTCUSD,9595,10433.88,9399,5550.37,55993158.68,10300
2/27/2018,BTCUSD,10300,10850,10117,5538.64,58574042.36,10562.46
2/28/2018,BTCUSD,10562.46,11050,10260.85,6013.76,63890938.06,10296.86
3/1/2018,BTCUSD,10296.86,11100,10200,5125.81,54839997.42,10900.95
3/2/2018,BTCUSD,10900.95,11200,10779.44,4046.9,44474264.7,11027.77
3/3/2018,BTCUSD,11027.77,11484.98,11026.91,1842.01,20876860.93,11433.72
3/4/2018,BTCUSD,11433.72,11500,11060.01,1874.53,21117794.79,11467.19
3/5/2018,BTCUSD,11467.19,11650.01,11400,2939.43,33912541.93,11400.01
3/6/2018,BTCUSD,11400.01,11401.64,10563.93,5128.2,56123956.6,10696.87
3/7/2018,BTCUSD,10696.87,10898.99,9375,10297.81,103482427.2,9884.26
3/8/2018,BTCUSD,9884.26,10100,9050,8774.36,83652551.76,9295.77
3/9/2018,BTCUSD,9295.77,9409.21,8370,11095.65,98510525.38,9257
3/10/2018,BTCUSD,9257,9515.21,8731,4581.91,42340279.46,8769.2
3/11/2018,BTCUSD,8769.2,9772.42,8544.95,4575.06,42306636.51,9530.94
3/12/2018,BTCUSD,9530.94,9898,8760,7429.99,69137084.58,9105
3/13/2018,BTCUSD,9105,9500,8850,6443.94,58856352.69,9146.18
3/14/2018,BTCUSD,9146.18,9366.16,7932.65,9260.37,79124355.48,8198.82
3/15/2018,BTCUSD,8198.82,8416.92,7675.35,10294.58,82957878.18,8266.99
3/16/2018,BTCUSD,8266.99,8607.11,7900.01,6576.73,54696030.34,8265.81
3/17/2018,BTCUSD,8265.81,8350,7737.49,4357.88,35033565.68,7870.99
3/18/2018,BTCUSD,7870.99,8297,7319,9669.52,74104522.09,8197.29
3/19/2018,BTCUSD,8197.29,8744.68,8119.7,8472.64,71070074.08,8599.01
3/20/2018,BTCUSD,8599.01,9037,8327.35,7272.77,63129514.46,8904.23
3/21/2018,BTCUSD,8904.23,9180,8755,6594.03,59212481.78,8902.53
3/22/2018,BTCUSD,8902.53,9100,8494.62,6485.99,56753217.52,8710.44
3/23/2018,BTCUSD,8710.44,8925.01,8288.01,6207.75,52936947.26,8925
3/24/2018,BTCUSD,8925,9000,8500,3002.8,26488822.66,8540.33
3/25/2018,BTCUSD,8540.33,8687.3,8375.5,3802.87,32383644.87,8457.04
3/26/2018,BTCUSD,8457.04,8495.73,7827.95,6902.21,56193530.15,8149.46
3/27/2018,BTCUSD,8149.46,8221.79,7753,6505.42,51702143.63,7794.46
3/28/2018,BTCUSD,7794.46,8095,7749.53,5099.35,40255451.21,7941.87
3/29/2018,BTCUSD,7941.87,7965,6903,12113.05,90220518.11,7086.6
3/30/2018,BTCUSD,7086.6,7271.9,6600,11373.39,77813320.93,6838.71
3/31/2018,BTCUSD,6838.71,7242.47,6788.51,4842.85,33961333.43,6920.5
4/1/2018,BTCUSD,6920.5,7043.5,6442.49,5962.82,40038020.94,6811.02
4/2/2018,BTCUSD,6811.02,7113.01,6766.84,5330.83,37254176.59,7049.99
4/3/2018,BTCUSD,7049.99,7500,7016.87,7164.62,52515668.76,7418.53
4/4/2018,BTCUSD,7418.53,7421.08,6707.5,6865.47,48325954.25,6794.31
4/5/2018,BTCUSD,6794.31,6923.01,6574.3,7331.11,49348791.2,6777
4/6/2018,BTCUSD,6777,6848,6512.79,5906.65,39214142.92,6564.06
4/7/2018,BTCUSD,6592.94,7069.18,6592.94,2337.59,16178550.92,6895.99
4/8/2018,BTCUSD,6895.99,7100,6889.5,2494.65,17460763.19,7022.72
4/9/2018,BTCUSD,7022.72,7176.99,6612.35,4793.44,32762618.08,6771.01
4/10/2018,BTCUSD,6771.01,6876.33,6651.12,2802.32,19003389.65,6830.68
4/11/2018,BTCUSD,6830.68,6966.84,6801.68,2866.25,19778338.85,6939.43
4/12/2018,BTCUSD,6939.43,8076.83,6766.18,9957.83,74604260,7920.39
4/13/2018,BTCUSD,7920.39,8223.58,7732.43,7669.83,61464491.31,7875.94
4/14/2018,BTCUSD,7875.94,8175.86,7820.67,2126.88,17016841.31,7998.07
4/15/2018,BTCUSD,7998.07,8413.43,7998.07,2302.77,18994463.65,8357.43
4/16/2018,BTCUSD,8357.43,8415,7900,4734.74,38358033.46,8052.27
4/17/2018,BTCUSD,8052.27,8165.07,7820.01,3078.54,24605816.51,7894
4/18/2018,BTCUSD,7894,8227.32,7880,3126.42,25187382.64,8167
4/19/2018,BTCUSD,8167,8295.73,8090,2787.59,22906354.94,8269.3
4/20/2018,BTCUSD,8269.3,8932.16,8215,4993.68,42325280.82,8855.49
4/21/2018,BTCUSD,8847.07,9038,8602.08,3399.01,29918579.76,8920
4/22/2018,BTCUSD,8920,9017,8755,1495.86,13291042.32,8800
4/23/2018,BTCUSD,8800,8990,8775,2063.51,18341146.23,8933
4/24/2018,BTCUSD,8933,9740.97,8925,5164.9,48118391.2,9649.99
4/25/2018,BTCUSD,9649.99,9762.75,8755,7596.44,70250882.6,8865.01
4/26/2018,BTCUSD,8865.01,9315.24,8660,4477.06,39771333.27,9281.95
4/27/2018,BTCUSD,9281.95,9368,8901.27,3278.8,30172815.57,8926
4/28/2018,BTCUSD,8926,9422.29,8880.01,2547.12,23518680.1,9343.83
4/29/2018,BTCUSD,9343.83,9522.12,9176.76,2040.44,19158173.04,9393.29
4/30/2018,BTCUSD,9393.29,9440.91,9110,2588.42,24032272.36,9244.38
5/1/2018,BTCUSD,9244.38,9248.8,8816.08,3399.77,30524866.29,9059.84
5/2/2018,BTCUSD,9059.84,9259,8975,2483.28,22642808.61,9211.7
5/3/2018,BTCUSD,9211.7,9786.01,9163.25,4921.77,46632706.51,9727.5
5/4/2018,BTCUSD,9727.5,9780,9508,3898.63,37570363.35,9691.37
5/5/2018,BTCUSD,9691.37,9940,9668.67,2078.34,20438119.85,9812.81
5/6/2018,BTCUSD,9812.81,9890,9399,1610.58,15460759.71,9599.88
5/7/2018,BTCUSD,9599.88,9618.16,9175,3300.83,30842280.94,9361.96
5/8/2018,BTCUSD,9361.96,9450,9050,2510.28,23130695.25,9181.42
5/9/2018,BTCUSD,9181.42,9359.25,8953.26,3506.01,32093682.67,9308.45
5/10/2018,BTCUSD,9308.45,9387.98,9006,3004.07,27801859.12,9017.58
5/11/2018,BTCUSD,9017.58,9022.05,8350.18,5238.37,45703932.14,8398.44
5/12/2018,BTCUSD,8451.19,8647.84,8221,2892.2,24255884.98,8466.31
5/13/2018,BTCUSD,8466.31,8755,8340.1,1369.24,11696058.67,8685.5
5/14/2018,BTCUSD,8685.5,8899.62,8283.55,4787.21,41260201.13,8682.73
5/15/2018,BTCUSD,8682.73,8846.13,8418.65,5301.3,45627564.85,8475.58
5/16/2018,BTCUSD,8475.58,8501.53,8110,7379.95,61025040.43,8344.94
5/17/2018,BTCUSD,8344.94,8487.15,7999,4268.11,35213650.23,8060.01
5/18/2018,BTCUSD,8060.01,8279,7919.2,3888.8,31448707.82,8230
5/19/2018,BTCUSD,8230,8392,8152.49,1379.6,11388658.27,8240.01
5/20/2018,BTCUSD,8240.01,8600,8168.01,1041.53,8774206.8,8515.17
5/21/2018,BTCUSD,8515.17,8588,8315.49,2113.72,17794228.81,8395.71
5/22/2018,BTCUSD,8395.71,8402.79,7955.01,3183.29,26123850.66,7985.77
5/23/2018,BTCUSD,7985.77,8026.37,7438.43,5912.82,45546536.3,7497.47
5/24/2018,BTCUSD,7497.47,7746.18,7268.99,5287.32,39867877.39,7572.49
5/25/2018,BTCUSD,7572.49,7659.97,7322.29,4706.71,35187173.91,7462.65
5/26/2018,BTCUSD,7462.65,7647.46,7300.01,1792.97,13445959.94,7333.2
5/27/2018,BTCUSD,7333.2,7400,7208.1,1021.88,7463322.92,7349.12
5/28/2018,BTCUSD,7349.12,7445.89,7076.6,2509.35,18176967.36,7098.11
5/29/2018,BTCUSD,7098.11,7531.21,7055.94,3530.48,25878485.35,7460
5/30/2018,BTCUSD,7460,7567.72,7268.76,2452.87,18180788.95,7387.88
5/31/2018,BTCUSD,7387.88,7616.63,7340,2639.11,19756095.09,7484.84
6/1/2018,BTCUSD,7484.84,7616.63,7356.08,2933.75,21926048.72,7521.01
6/2/2018,BTCUSD,7521.01,7698.92,7441,1598.24,12159163.13,7643.52
6/3/2018,BTCUSD,7643.52,7790.91,7587.53,1186.16,9128283.35,7709.99
6/4/2018,BTCUSD,7709.99,7754.96,7447.02,2124.11,16086764.72,7500
6/5/2018,BTCUSD,7500,7677.03,7341.73,1918.14,14409195,7610
6/6/2018,BTCUSD,7610,7694.92,7480.79,1647.4,12505572.45,7657.92
6/7/2018,BTCUSD,7657.92,7745,7635.89,1573.01,12099431.83,7691.26
6/8/2018,BTCUSD,7691.26,7695,7539.97,1306.91,9968506.72,7647.08
6/9/2018,BTCUSD,7647.19,7684.22,7457.5,726.65,5520341.28,7501.64
6/10/2018,BTCUSD,7501.64,7501.64,6630.5,6317.66,43870922.23,6770
6/11/2018,BTCUSD,6770,6913.59,6646.19,4598.11,31049870.98,6878
6/12/2018,BTCUSD,6878,6879.99,6444.03,4026.41,26903711.76,6550
6/13/2018,BTCUSD,6550,6619.84,6122.94,6909.06,44033200.75,6297.7
6/14/2018,BTCUSD,6297.7,6711.42,6280.01,5311.96,34427551.84,6639.66
6/15/2018,BTCUSD,6639.66,6664.53,6365.52,3320.69,21768162.28,6388.98
6/16/2018,BTCUSD,6388.98,6550,6333.98,1742.56,11247709.85,6486.86
6/17/2018,BTCUSD,6486.86,6574.34,6430.77,691.97,4497996.91,6444.35
6/18/2018,BTCUSD,6444.35,6800,6380.41,2336.27,15410558.5,6711.16
6/19/2018,BTCUSD,6711.16,6831,6665.13,1455.55,9797841.42,6740.96
6/20/2018,BTCUSD,6740.96,6815.21,6550.59,2285.34,15234421.97,6758.31
6/21/2018,BTCUSD,6758.31,6785.87,6685.18,1162.12,7821556.81,6717.88
6/22/2018,BTCUSD,6717.88,6730,5940.05,5771.55,36253129.69,6076.88
6/23/2018,BTCUSD,6073.38,6259.09,6031.03,1025.6,6287170.51,6172.55
6/24/2018,BTCUSD,6172.55,6254.16,5768.4,2849.42,17065277.44,6149.99
6/25/2018,BTCUSD,6149.99,6349.46,6075.19,2697.76,16753610.18,6242.53
6/26/2018,BTCUSD,6242.53,6275,6051.01,2142.24,13260615.29,6060.01
6/27/2018,BTCUSD,6060.01,6177.31,5987.01,2465.26,15013804.79,6135.8
6/28/2018,BTCUSD,6135.8,6158.1,5825.26,1971.71,11847774.22,5850.13
6/29/2018,BTCUSD,5850.13,6600,5785.17,4887.43,29281958.52,6202.49
6/30/2018,BTCUSD,6202.49,6531.61,6193.28,1981.45,12618700.71,6389.01
7/1/2018,BTCUSD,6389.01,6430.01,6254.23,1839.49,11680577.5,6345.53
7/2/2018,BTCUSD,6345.53,6673.9,6267.68,4595.13,29812470.48,6615.13
7/3/2018,BTCUSD,6615.13,6669.47,6463.17,4316.24,28405008.22,6508.36
7/4/2018,BTCUSD,6508.36,6794.53,6313.27,4430.9,28979165.74,6583.72
7/5/2018,BTCUSD,6583.72,6700,6446.68,5533.27,36422647.86,6529.47
7/6/2018,BTCUSD,6529.47,6641.09,6451.31,3417.14,22353665.84,6582.51
7/7/2018,BTCUSD,6587.45,6848.84,6510.17,2417.43,16003935.02,6754.14
7/8/2018,BTCUSD,6754.14,6782.95,6669,1966.12,13243386.64,6700.88
7/9/2018,BTCUSD,6700.88,6798.97,6620,2748.76,18417559.21,6666
7/10/2018,BTCUSD,6666,6683.68,6262.94,5598.94,36155373,6299
7/11/2018,BTCUSD,6299,6400,6287.54,3416.38,21678518.88,6380
7/12/2018,BTCUSD,6380,6380,6075,3131.49,19414473.3,6249.75
7/13/2018,BTCUSD,6249.75,6331.16,6128.32,1035.7,6450862.83,6203.79
7/14/2018,BTCUSD,6210,6321.58,6185.19,488.73,3044549.28,6250.02
7/15/2018,BTCUSD,6250.02,6382.7,6233.14,904.84,5720351.74,6347.99
7/16/2018,BTCUSD,6347.99,6747.65,6334.47,2858.41,18800372.19,6729.22
7/17/2018,BTCUSD,6729.22,7464.98,6657.66,4768.21,33441709.84,7322.78
7/18/2018,BTCUSD,7322.78,7584.03,7241.19,4611.27,34177313.64,7378.55
7/19/2018,BTCUSD,7378.55,7557.28,7285.37,3843.11,28493456.82,7466.58
7/20/2018,BTCUSD,7466.58,7676.31,7272.01,2991.94,22225290.03,7334.8
7/21/2018,BTCUSD,7334.8,7459.81,7214.96,584.52,4295046.32,7408.79
7/22/2018,BTCUSD,7408.79,7567.8,7333.98,734.34,5481433.27,7400.37
7/23/2018,BTCUSD,7400.37,7810,7378.89,3363.31,25863287.55,7713.62
7/24/2018,BTCUSD,7713.62,8480,7700,4541.37,36903770.08,8400.73
7/25/2018,BTCUSD,8400.73,8480,8039.99,3815.41,31429136.47,8160
7/26/2018,BTCUSD,8160,8290,7843.05,3460.55,28220038.28,7926.36
7/27/2018,BTCUSD,7926.36,8269.62,7795,3763.01,30210292.58,8192.21
7/28/2018,BTCUSD,8192.21,8234.98,8055.67,895.24,7297971.06,8234.98
7/29/2018,BTCUSD,8234.98,8280,8120.34,492.38,4043646.83,8216.06
7/30/2018,BTCUSD,8216.06,8274.97,7849.54,2951.63,23894009.03,8166.86
7/31/2018,BTCUSD,8166.86,8184.07,7640.33,3512.21,27587934.27,7725.05
8/1/2018,BTCUSD,7725.05,7751.28,7431,2227.75,16850557.85,7602.14
8/2/2018,BTCUSD,7602.14,7706.7,7456.52,1663.16,12612346.77,7536
8/3/2018,BTCUSD,7536,7536.01,7291.5,2439.32,18031782.32,7413.7
8/4/2018,BTCUSD,7413.7,7485,6930.37,1463.33,10421504.07,7014.55
8/5/2018,BTCUSD,7014.55,7084.95,6891,779.95,5441639.14,7032.06
8/6/2018,BTCUSD,7032.06,7184,6835,1789.55,12437634.3,6931.59
8/7/2018,BTCUSD,6931.59,7148.53,6670.5,2389.89,16594592.98,6720.18
8/8/2018,BTCUSD,6720.18,6720.18,6104.82,5724.47,36488150.19,6274.5
8/9/2018,BTCUSD,6274.5,6626.62,6195.01,3450.8,22107421.86,6540.47
8/10/2018,BTCUSD,6540.47,6588.97,6010.5,3362.86,21227385.62,6109.19
8/11/2018,BTCUSD,6109.19,6208,6013.61,1536.17,9395605.1,6091.87
8/12/2018,BTCUSD,6091.87,6091.87,6091.87,0,0,6091.87
8/13/2018,BTCUSD,6318.21,6546.29,6150,3190.8,20164785.38,6257.31
8/14/2018,BTCUSD,6257.31,6262.44,5886,6264.38,37887453.74,6196.17
8/15/2018,BTCUSD,6196.17,6623.09,6187.68,4706.48,30064668.33,6269.74
8/16/2018,BTCUSD,6269.74,6475,6210.04,2781.29,17717210.19,6313.83
8/17/2018,BTCUSD,6313.83,6580.76,6292.36,3322.57,21597295.71,6580.76
8/18/2018,BTCUSD,6580.76,6619.79,6300,1429.1,9173905.74,6389.99
8/19/2018,BTCUSD,6389.99,6552.23,6317.73,1082.46,6946616.32,6491.5
8/20/2018,BTCUSD,6491.5,6524.06,6232.21,2762.95,17630966.04,6258.36
8/21/2018,BTCUSD,6258.36,6493,6250,2000.23,12790616.86,6476.53
8/22/2018,BTCUSD,6476.53,6900,6251,6588.74,43169169.56,6350
8/23/2018,BTCUSD,6350,6570.85,6347.73,2942.35,18946723.4,6524.17
8/24/2018,BTCUSD,6524.17,6728.46,6450.01,3411.43,22349075.27,6692
8/25/2018,BTCUSD,6692,6788.88,6669.7,1059.24,7125580.14,6730.95
8/26/2018,BTCUSD,6730.95,6767.99,6571,1000.44,6671216.97,6706.31
8/27/2018,BTCUSD,6706.31,6938.83,6653.82,3657.28,24664842.06,6909
8/28/2018,BTCUSD,6909,7125,6866.78,4428.12,30915953.49,7075.1
8/29/2018,BTCUSD,7075.1,7119.5,6908.92,2348.48,16503702.04,7033.83
8/30/2018,BTCUSD,7033.83,7049.99,6795.7,3543.52,24538442.17,6977.96
8/31/2018,BTCUSD,6977.96,7088.22,6880,2720.96,19008922.93,7017.1
9/1/2018,BTCUSD,7017.1,7250,7015.67,1103.66,7876737.74,7196.18
9/2/2018,BTCUSD,7196.18,7330.99,7129.56,1235.67,8959013.07,7284.57
9/3/2018,BTCUSD,7284.57,7325,7170.7,1467.12,10628270.59,7252.41
9/4/2018,BTCUSD,7252.41,7409.27,7215.02,3439.11,25204320.74,7354.92
9/5/2018,BTCUSD,7354.92,7380.53,6666,4301.94,30317410.93,6688.01
9/6/2018,BTCUSD,6688.01,6702.32,6226,6273.81,40196776.04,6496.37
9/7/2018,BTCUSD,6496.37,6529.99,6320.71,2780.75,17953667.11,6395.85
9/8/2018,BTCUSD,6395.85,6460.68,6120,2021.71,12766962.34,6185.27
9/9/2018,BTCUSD,6185.27,6463.07,6140.01,2087.96,13045123.78,6243.21
9/10/2018,BTCUSD,6243.21,6371.76,6226.31,2051.67,12900274.47,6300
9/11/2018,BTCUSD,6300,6418.71,6165.44,2499.03,15677856.22,6278.84
9/12/2018,BTCUSD,6278.84,6347.51,6200,2192.45,13747156.98,6324.13
9/13/2018,BTCUSD,6324.13,6529.99,6324.13,2332.92,15062740.99,6485
9/14/2018,BTCUSD,6485,6581.04,6389.25,2780.46,18059077.25,6523.38
9/15/2018,BTCUSD,6523.38,6566.47,6469,592.16,3863105.58,6530.08
9/16/2018,BTCUSD,6530.08,6530.08,6357.9,524.89,3391634.83,6498.37
9/17/2018,BTCUSD,6498.37,6529.99,6209.01,2736.92,17367416.75,6251.56
9/18/2018,BTCUSD,6251.56,6384.29,6230.5,2240.75,14136811.69,6339.92
9/19/2018,BTCUSD,6339.92,6518.24,6107.74,3692.98,23432546.42,6383.42
9/20/2018,BTCUSD,6383.42,6535.89,6338.65,2325.95,14938946.07,6495.87
9/21/2018,BTCUSD,6495.87,6778,6492.41,3401.61,22646336,6759.51
9/22/2018,BTCUSD,6759.51,6818.23,6630,884.13,5939670.74,6710.26
9/23/2018,BTCUSD,6710.26,6764.72,6666.67,347.68,2331141.5,6702.64
9/24/2018,BTCUSD,6702.64,6717.4,6559.59,1730.32,11458102.51,6577.78
9/25/2018,BTCUSD,6577.78,6577.78,6392.19,243.57,1574521.44,6470.13
